minute,kwatt
5436,0.1453
5437,0.1455
5438,0.1457
5439,0.1453
5440,0.1453
5441,0.1456
5442,0.145
5443,0.1454
5444,0.1453
5445,0.1458
5446,0.146
5447,0.1458
5448,0.1459
5449,0.1455
5450,0.1457
5451,0.1457
5452,0.1458
5453,0.146
5454,0.1458
5455,0.1457
5456,0.1459
5457,0.1458
5458,0.1454
5459,0.1458
5460,0.1463
5461,0.1463
5462,0.1461
5463,0.1457
5464,0.1457
5465,0.1456
5466,0.1458
5467,0.146
5468,0.1455
5469,0.1459
5470,0.1453
5471,0.1455
5472,0.1456
5473,0.1458
5474,0.1456
5475,0.1455
5476,0.1456
5477,0.1455
5478,0.1456
5479,0.1456
5480,0.1459
5481,0.1456
5482,0.1457
5483,0.1457
5484,0.146
5485,0.146
5486,0.1461
5487,0.146
5488,0.1463
5489,0.1467
5490,0.1464
5491,0.1468
5492,0.1461
5493,0.1465
5494,0.146
5495,0.1468
5496,0.1467
5497,0.1463
5498,0.1469
5499,0.1462
5500,0.1466
5501,0.1459
5502,0.1455
5503,0.1454
5504,0.1457
5505,0.1455
5506,0.1452
5507,0.1443
5508,0.3042
5509,0.2858
5510,0.2835
5511,0.2798
5512,0.2781
5513,0.2759
5514,0.2737
5515,0.2716
5516,0.2717
5517,0.2705
5518,0.2694
5519,0.2689
5520,0.2683
5521,0.2673
5522,0.2651
5523,0.2636
5524,0.2621
5525,0.2619
5526,0.2608
5527,0.2442
5528,0.2398
5529,0.2305
5530,0.2383
5531,0.2561
5532,0.263
5533,0.2607
5534,0.2575
5535,0.2514
5536,0.245
5537,0.2375
5538,0.2278
5539,0.2211
5540,0.2209
5541,0.1202
5542,0.1597
5543,0.1713
5544,0.172
5545,0.1598
5546,0.1273
5547,0.118
5548,0.1505
5549,0.1459
5550,0.162
5551,0.1633
5552,0.1638
5553,0.1666
5554,0.1653
5555,0.1543
5556,0.1415
5557,0.1591
5558,0.1278
5559,0.1161
5560,0.1145
5561,0.112
5562,0.1154
5563,0.1171
5564,0.1157
5565,0.117
5566,0.122
5567,0.1204
5568,0.1122
5569,0.1076
5570,0.1078
5571,0.1077
5572,0.1035
5573,0.0979
5574,0.0914
5575,0.0863
5576,0.083
5577,0.0759
5578,0.0761
5579,0.0789
5580,0.0762
5581,0.0714
5582,0.0712
5583,0.0704
5584,0.0678
5585,0.066
5586,0.069
5587,0.0684
5588,0.0692
5589,0.0731
5590,0.07
5591,0.0627
5592,0.0669
5593,0.0702
5594,0.0699
5595,0.0717
5596,0.0707
5597,0.0711
5598,0.0711
5599,0.0715
5600,0.0716
5601,0.0705
5602,0.0713
5603,0.0726
5604,0.0704
5605,0.0709
5606,0.0713
5607,0.0727
5608,0.0719
5609,0.0754
5610,0.0854
5611,0.0728
5612,0.0814
5613,0.0822
5614,0.0825
5615,0.1059
5616,0.1315
5617,0.139
5618,0.1384
5619,0.1435
5620,0.1309
5621,0.1153
5622,0.1303
5623,0.2298
5624,0.3478
5625,0.3348
5626,0.3383
5627,0.283
5628,0.2273
5629,0.2137
5630,0.2251
5631,0.2658
5632,0.3045
5633,0.2639
5634,0.2623
5635,0.2671
5636,0.2563
5637,0.2488
5638,0.2258
5639,0.3279
5640,0.3327
5641,0.3287
5642,0.1864
5643,0.3175
5644,0.3684
5645,0.3831
5646,0.4249
5647,0.4381
5648,0.4345
5649,0.4443
5650,0.4
5651,0.1915
5652,0.4402
5653,0.4494
5654,0.4715
5655,0.486
5656,0.4934
5657,0.4974
5658,0.4898
5659,0.483
5660,0.4783
5661,0.4984
5662,0.5491
5663,0.5974
5664,0.6081
5665,0.6096
5666,0.5913
5667,0.5877
5668,0.611
5669,0.6381
5670,0.5674
5671,0.2397
5672,0.5394
5673,0.6767
5674,0.366
5675,0.3798
5676,0.3942
5677,0.4714
5678,0.7121
5679,0.7429
5680,0.7412
5681,0.7472
5682,0.7781
5683,0.7178
5684,0.8154
5685,0.8539
5686,0.9013
5687,0.8818
5688,0.8811
5689,0.8709
5690,0.8604
5691,0.8943
5692,0.9474
5693,0.9661
5694,0.9616
5695,0.9762
5696,0.9861
5697,1.0113
5698,1.0492
5699,1.0574
5700,1.0623
5701,1.0586
5702,1.047
5703,1.0332
5704,1.0432
5705,1.0543
5706,1.0612
5707,1.0637
5708,1.0715
5709,1.6427
5710,1.5956
5711,1.0878
5712,1.0867
5713,1.0946
5714,1.3967
5715,1.2344
5716,1.1291
5717,1.132
5718,1.1105
5719,1.1048
5720,1.0931
5721,1.103
5722,1.1159
5723,1.0989
5724,1.1137
5725,1.1228
5726,1.1643
5727,1.2013
5728,1.2302
5729,1.2314
5730,1.1915
5731,1.2218
5732,1.2448
5733,1.2575
5734,1.2612
5735,1.2542
5736,1.2437
5737,1.2654
5738,1.2948
5739,1.3017
5740,1.2953
5741,1.1951
5742,1.0973
5743,0.496
5744,0.2848
5745,0.2133
5746,0.2982
5747,0.7919
5748,0.2866
5749,0.2267
5750,0.2326
5751,0.4559
5752,1.4794
5753,0.6798
5754,1.4503
5755,1.7563
5756,1.5279
5757,0.4227
5758,0.6064
5759,1.652
5760,1.5786
5761,1.6285
5762,1.5781
5763,1.584
5764,1.5941
5765,1.4392
5766,1.3722
5767,0.4282
5768,0.3399
5769,0.3932
5770,0.4264
5771,0.5098
5772,0.5015
5773,0.4384
5774,0.4458
5775,0.4078
5776,0.3589
5777,0.3258
5778,0.3647
5779,0.4245
5780,0.6102
5781,0.6489
5782,1.2465
5783,1.5368
5784,1.7975
5785,1.6658
5786,1.1518
5787,0.4909
5788,0.4367
5789,0.5499
5790,0.8804
5791,0.9927
5792,0.3818
5793,0.3408
5794,0.3094
5795,0.3164
5796,0.4031
5797,0.7735
5798,0.8812
5799,1.1078
5800,1.0955
5801,0.367
5802,0.3625
5803,0.5164
5804,1.2571
5805,0.9215
5806,0.9047
5807,1.5746
5808,1.1799
5809,0.9331
5810,1.1235
5811,0.6352
5812,0.6641
5813,0.7311
5814,0.5079
5815,0.5071
5816,0.646
5817,0.6709
5818,0.705
5819,0.6529
5820,0.4524
5821,0.6711
5822,0.4717
5823,0.6113
5824,1.4937
5825,1.2733
5826,0.8526
5827,1.032
5828,1.6388
5829,1.3292
5830,1.5002
5831,1.4481
5832,1.1686
5833,1.6892
5834,1.6188
5835,1.5967
5836,1.6617
5837,1.6725
5838,1.6741
5839,1.6342
5840,1.6013
5841,1.553
5842,1.4872
5843,1.3202
5844,1.2453
5845,1.5263
5846,1.4894
5847,1.5049
5848,1.4946
5849,1.5216
5850,1.5468
5851,1.5978
5852,1.6045
5853,1.6149
5854,1.6282
5855,1.631
5856,1.5056
5857,1.403
5858,1.0033
5859,0.4727
5860,1.0122
5861,0.3953
5862,0.4654
5863,0.3945
5864,0.646
5865,0.545
5866,0.3873
5867,0.346
5868,0.3315
5869,0.3254
5870,0.3055
5871,0.3155
5872,0.3337
5873,0.3267
5874,0.3033
5875,0.2892
5876,0.3345
5877,0.3307
5878,0.3382
5879,0.3177
5880,0.4198
5881,0.2441
5882,0.2485
5883,0.3017
5884,0.466
5885,0.6492
5886,0.4393
5887,0.3843
5888,0.8749
5889,0.391
5890,0.2648
5891,0.2329
5892,0.2846
5893,0.4238
5894,0.6262
5895,0.767
5896,1.4889
5897,1.3837
5898,0.5724
5899,1.0456
5900,1.4066
5901,1.52
5902,1.5104
5903,1.4785
5904,1.4769
5905,1.4567
5906,1.4364
5907,1.4215
5908,1.4323
5909,1.4289
5910,1.409
5911,1.4057
5912,1.3719
5913,1.3625
5914,1.3721
5915,1.3732
5916,1.3676
5917,1.3502
5918,1.2972
5919,1.2682
5920,1.3026
5921,1.2996
5922,1.287
5923,1.2718
5924,1.2644
5925,1.266
5926,1.263
5927,1.2904
5928,1.2899
5929,1.3092
5930,1.3189
5931,1.3227
5932,1.2645
5933,1.2854
5934,1.2797
5935,1.2821
5936,1.0939
5937,0.9377
5938,0.6976
5939,0.875
5940,0.4214
5941,0.1664
5942,0.1415
5943,0.2697
5944,1.3325
5945,1.3584
5946,1.2975
5947,1.2591
5948,1.2465
5949,1.2481
5950,1.2372
5951,1.2292
5952,1.2211
5953,1.2292
5954,1.258
5955,1.2585
5956,1.2546
5957,1.2618
5958,1.28
5959,1.2647
5960,1.2415
5961,1.216
5962,0.5154
5963,0.3191
5964,0.3457
5965,0.1703
5966,0.1537
5967,0.1491
5968,0.1463
5969,0.1489
5970,0.1769
5971,0.2545
5972,0.255
5973,0.243
5974,0.2335
5975,0.2166
5976,0.2079
5977,0.2179
5978,0.4139
5979,0.8146
5980,0.925
5981,1.1545
5982,1.1739
5983,1.1977
5984,1.024
5985,1.1111
5986,0.9883
5987,0.9593
5988,0.3913
5989,0.239
5990,0.4568
5991,0.6194
5992,0.6735
5993,0.9419
5994,0.9832
5995,0.888
5996,0.9158
5997,0.7268
5998,0.9463
5999,0.5903
6000,0.2832
6001,0.3309
6002,0.6601
6003,0.959
6004,0.997
6005,0.9862
6006,0.9649
6007,0.9534
6008,0.944
6009,0.9213
6010,0.9124
6011,0.8638
6012,0.8611
6013,0.7464
6014,0.116
6015,0.0756
6016,0.0595
6017,0.0577
6018,0.0815
6019,0.5379
6020,0.7652
6021,0.2076
6022,0.171
6023,0.6661
6024,0.5011
6025,0.6147
6026,0.1676
6027,0.086
6028,0.0637
6029,0.0745
6030,0.3722
6031,0.3285
6032,0.6807
6033,0.8144
6034,0.7075
6035,0.619
6036,0.2564
6037,0.2334
6038,0.1917
6039,0.5496
6040,0.2011
6041,0.4251
6042,0.6559
6043,0.7285
6044,0.3255
6045,0.09
6046,0.0585
6047,0.0592
6048,0.0581
6049,0.0582
6050,0.0595
6051,0.0884
6052,0.1519
6053,0.2149
6054,0.4429
6055,0.5186
6056,0.1567
6057,0.0631
6058,0.0623
6059,0.2656
6060,0.5079
6061,0.1632
6062,0.1354
6063,0.127
6064,0.1151
6065,0.1101
6066,0.139
6067,0.1558
6068,0.1277
6069,0.0957
6070,0.0956
6071,0.0983
6072,0.1041
6073,0.1039
6074,0.1049
6075,0.111
6076,0.1141
6077,0.1109
6078,0.1131
6079,0.1214
6080,0.1259
6081,0.1264
6082,0.1223
6083,0.1197
6084,0.1172
6085,0.1179
6086,0.1219
6087,0.1299
6088,0.1345
6089,0.1394
6090,0.1458
6091,0.1539
6092,0.1598
6093,0.1626
6094,0.1636
6095,0.1576
6096,0.0996
6097,0.0597
6098,0.0596
6099,0.0594
6100,0.0592
6101,0.0585
6102,0.0592
6103,0.0589
6104,0.0595
6105,0.0598
6106,0.0594
6107,0.0594
6108,0.0595
6109,0.0603
6110,0.0591
6111,0.0595
6112,0.0595
6113,0.0601
6114,0.0599
6115,0.0599
6116,0.0586
6117,0.0573
6118,0.0578
6119,0.0624
6120,0.0714
6121,0.0759
6122,0.0819
6123,0.0873
6124,0.0918
6125,0.0957
6126,0.1005
6127,0.1029
6128,0.1097
6129,0.1154
6130,0.1146
6131,0.1143
6132,0.1122
6133,0.1117
6134,0.1095
6135,0.1071
6136,0.1033
6137,0.0981
6138,0.0919
6139,0.0884
6140,0.0876
6141,0.093
6142,0.1016
6143,0.1043
6144,0.1062
6145,0.1073
6146,0.1068
6147,0.1082
6148,0.1098
6149,0.111
6150,0.1075
6151,0.1087
6152,0.1126
6153,0.1158
6154,0.1224
6155,0.1387
6156,0.1496
6157,0.1583
6158,0.1638
6159,0.1797
6160,0.1722
6161,0.1758
6162,0.2081
6163,0.1983
6164,0.2379
6165,0.1784
6166,0.1407
6167,0.1446
6168,0.2513
6169,0.2663
6170,0.2699
6171,0.2748
6172,0.2742
6173,0.2736
6174,0.2853
6175,0.2957
6176,0.3059
6177,0.3059
6178,0.3048
6179,0.3045
6180,0.3044
6181,0.3031
6182,0.3078
6183,0.3127
6184,0.3122
6185,0.3123
6186,0.3133
6187,0.3569
6188,0.6034
6189,0.6576
6190,0.6409
6191,0.646
6192,0.6558
6193,0.652
6194,0.6491
6195,0.6507
6196,0.6537
6197,0.6501
6198,0.6496
6199,0.6458
6200,0.6509
6201,0.6458
6202,0.7641
6203,0.8004
6204,0.7976
6205,0.7966
6206,0.7941
6207,0.7933
6208,0.7911
6209,0.7905
6210,0.7913
6211,0.7893
6212,0.7874
6213,0.7922
6214,0.7915
6215,0.7919
6216,0.8481
6217,0.8565
6218,0.8501
6219,0.8329
6220,0.8286
6221,0.8231
6222,0.821
6223,0.8208
6224,0.8116
6225,0.8127
6226,0.8107
6227,0.8122
6228,0.8102
6229,0.8079
6230,0.8077
6231,0.8086
6232,0.8033
6233,0.8106
6234,0.81
6235,0.8067
6236,0.8108
6237,0.809
6238,0.8055
6239,0.7079
6240,0.6824
6241,0.6773
6242,0.6814
6243,0.6837
6244,0.6781
6245,0.6723
6246,0.6604
6247,0.6658
6248,0.6841
6249,0.6818
6250,0.693
6251,0.6925
6252,0.6812
6253,0.6834
6254,0.6843
6255,0.687
6256,0.6849
6257,0.6848
6258,0.6843
6259,0.6834
6260,0.678
6261,0.6857
6262,0.6832
6263,0.661
6264,0.5533
6265,0.5338
6266,0.5215
6267,0.5226
6268,0.5233
6269,0.5159
6270,0.5104
6271,0.5106
6272,0.5131
6273,0.5107
6274,0.5205
6275,0.5181
6276,0.5179
6277,0.5144
6278,0.5188
6279,0.5235
6280,0.5227
6281,0.5176
6282,0.5168
6283,0.5164
6284,0.5189
6285,0.5204
6286,0.52
6287,0.5156
6288,0.5177
6289,0.5147
6290,0.5151
6291,0.5198
6292,0.5193
6293,0.5205
6294,0.5183
6295,0.5148
6296,0.5162
6297,0.5146
6298,0.5158
6299,0.5163
6300,0.5019
6301,0.5008
6302,0.4984
6303,0.5028
6304,0.5133
6305,0.517
6306,0.5199
6307,0.5196
6308,0.5197
6309,0.5182
6310,0.5162
6311,0.5167
6312,0.5188
6313,0.5215
6314,0.521
6315,0.5206
6316,0.5316
6317,0.5314
6318,0.5288
6319,0.5244
6320,0.5213
6321,0.5316
6322,0.5322
6323,0.5333
6324,0.5287
6325,0.526
6326,0.53
6327,0.5512
6328,0.5318
6329,0.5243
6330,0.5283
6331,0.5277
6332,0.5371
6333,0.5562
6334,0.5517
6335,0.5515
6336,0.5456
6337,0.5457
6338,0.5499
6339,0.5537
6340,0.5539
6341,0.5523
6342,0.5305
6343,0.5355
6344,0.5382
6345,0.5514
6346,0.6977
6347,0.7045
6348,0.6969
6349,0.693
6350,0.6952
6351,0.694
6352,0.6885
6353,0.6922
6354,0.6874
6355,0.6868
6356,0.6905
6357,0.6793
6358,0.6765
6359,0.6552
6360,0.6812
6361,0.6852
6362,0.6836
6363,0.6832
6364,0.6831
6365,0.6799
6366,0.6778
6367,0.6791
6368,0.6817
6369,0.6689
6370,0.6657
6371,0.6697
6372,0.6789
6373,0.6774
6374,0.6789
6375,0.6759
6376,0.6668
6377,0.6674
6378,0.6763
6379,0.6787
6380,0.6769
6381,0.6238
6382,0.548
6383,0.5562
6384,0.5548
6385,0.5559
6386,0.5556
6387,0.5564
6388,0.5567
6389,0.5504
6390,0.4859
6391,0.2407
6392,0.4818
6393,0.5295
6394,0.5271
6395,0.5305
6396,0.5185
6397,0.5249
6398,0.527
6399,0.5258
6400,0.5304
6401,0.5288
6402,0.5299
6403,0.5309
6404,0.5297
6405,0.5316
6406,0.5297
6407,0.5287
6408,0.5288
6409,0.5288
6410,0.5302
6411,0.527
6412,0.5166
6413,0.51
6414,0.502
6415,0.525
6416,0.5294
6417,0.5238
6418,0.5289
6419,0.5296
6420,0.5308
6421,0.5305
6422,0.5309
6423,0.5258
6424,0.5263
6425,0.5305
6426,0.5313
6427,0.5312
6428,0.5294
6429,0.5287
6430,0.5278
6431,0.5269
6432,0.5284
6433,0.5307
6434,0.5263
6435,0.531
6436,0.5307
6437,0.5289
6438,0.5307
6439,0.3602
6440,0.1918
6441,0.2311
6442,0.8276
6443,1.6874
6444,1.3319
6445,0.2358
6446,0.1967
6447,0.1953
6448,0.1957
6449,0.1952
6450,0.1952
6451,0.1954
6452,0.1952
6453,0.1952
6454,0.1952
6455,0.1933
6456,0.1933
6457,0.1937
6458,0.193
6459,0.1928
6460,0.1934
6461,0.1934
6462,0.1934
6463,0.1932
6464,0.1928
6465,0.1932
6466,0.193
6467,0.1929
6468,0.1932
6469,0.1927
6470,0.193
6471,0.1933
6472,0.1929
6473,0.1928
6474,0.193
6475,0.1925
6476,0.1925
6477,0.1926
6478,0.1926
6479,0.1923
6480,0.1923
6481,0.1925
6482,0.1923
6483,0.1923
6484,0.1922
6485,0.1923
6486,0.2406
6487,0.3483
6488,0.3405
6489,0.3382
6490,0.3355
6491,0.3351
6492,0.333
6493,0.3313
6494,0.3305
6495,0.33
6496,0.3299
6497,0.3284
6498,0.3279
6499,0.3294
6500,0.3475
6501,0.3416
6502,0.3667
6503,0.3507
6504,0.3625
6505,0.4013
6506,0.4412
6507,0.7158
6508,0.749
6509,0.7212
6510,0.7045
6511,0.7038
6512,0.7012
6513,0.6995
6514,0.6921
6515,0.7004
6516,0.6971
6517,0.6992
6518,0.6946
6519,0.6937
6520,0.6837
6521,0.5995
6522,0.5997
6523,0.5967
6524,0.5943
6525,0.6003
6526,0.5912
6527,0.6325
6528,0.6273
6529,0.6087
6530,0.6032
6531,0.6083
6532,0.615
6533,0.6211
6534,0.6205
6535,0.5803
6536,0.5691
6537,0.5393
6538,0.5356
6539,0.5433
6540,0.5347
6541,0.5222
6542,0.5329
6543,0.5312
6544,0.5219
6545,0.5352
6546,0.5319
6547,0.5469
6548,0.5533
6549,0.5241
6550,0.4969
6551,0.5033
6552,0.5086
6553,0.5344
6554,0.5336
6555,0.5249
6556,0.5307
6557,0.5181
6558,0.5118
6559,0.5255
6560,0.5001
6561,0.4733
6562,0.495
6563,0.494
6564,0.4834
6565,0.4948
6566,0.5402
6567,0.5496
6568,0.5387
6569,0.535
6570,0.5341
6571,0.5718
6572,0.5701
6573,0.571
6574,0.5579
6575,0.5305
6576,0.5289
6577,0.5182
6578,0.5092
6579,0.5127
6580,0.5182
6581,0.5205
6582,0.5239
6583,0.527
6584,0.515
6585,0.5076
6586,0.5165
6587,0.5164
6588,0.5118
6589,0.5092
6590,0.5086
6591,0.5095
6592,0.509
6593,0.5095
6594,0.5089
6595,0.5049
6596,0.5049
6597,0.5082
6598,0.5059
6599,0.5044
6600,0.504
6601,0.502
6602,0.502
6603,0.508
6604,0.5079
6605,0.5074
6606,0.507
6607,0.5043
6608,0.1762
6609,0.1686
6610,0.1681
6611,0.1684
6612,0.1685
6613,0.1674
6614,0.1723
6615,0.1712
6616,0.1708
6617,0.1768
6618,0.1754
6619,0.1702
6620,0.1697
6621,0.1699
6622,0.1698
6623,0.1688
6624,0.1673
6625,0.1696
6626,0.1734
6627,0.1736
6628,0.1738
6629,0.174
6630,0.1738
6631,0.1733
6632,0.1723
6633,0.1795
6634,0.3306
6635,0.315
6636,0.3118
6637,0.3098
6638,0.3081
6639,0.3063
6640,0.3042
6641,0.3045
6642,0.3036
6643,0.3034
6644,0.3017
6645,0.3019
6646,0.3024
6647,0.3003
6648,0.298
6649,0.2964
6650,0.2953
6651,0.2904
6652,0.2865
6653,0.2848
6654,0.2844
6655,0.2837
6656,0.2835
6657,0.2834
6658,0.2829
6659,0.2829
6660,0.2817
6661,0.2815
6662,0.2823
6663,0.2813
6664,0.2806
6665,0.2802
6666,0.28
6667,0.2805
6668,0.2785
6669,0.1628
6670,0.1622
6671,0.1625
6672,0.1623
6673,0.1631
6674,0.1629
6675,0.1625
6676,0.1625
6677,0.1624
6678,0.164
6679,0.1622
6680,0.1676
6681,0.1683
6682,0.1619
6683,0.162
6684,0.1622
6685,0.1614
6686,0.1608
6687,0.1602
6688,0.161
6689,0.1606
6690,0.16
6691,0.1596
6692,0.1587
6693,0.1587
6694,0.1591
6695,0.1586
6696,0.1582
6697,0.1604
6698,0.1587
6699,0.1584
6700,0.1581
6701,0.1579
6702,0.1576
6703,0.1575
6704,0.1572
6705,0.157
6706,0.1572
6707,0.1564
6708,0.1571
6709,0.156
6710,0.1563
6711,0.1574
6712,0.1557
6713,0.1561
6714,0.1563
6715,0.1559
6716,0.1559
6717,0.1552
6718,0.156
6719,0.1556
6720,0.1558
6721,0.1533
6722,0.1545
6723,0.1558
6724,0.1554
6725,0.1553
6726,0.1553
6727,0.1556
6728,0.156
6729,0.1557
6730,0.1551
6731,0.1549
6732,0.1547
6733,0.1552
6734,0.1538
6735,0.1536
6736,0.1544
6737,0.1543
6738,0.1535
6739,0.1538
6740,0.1538
6741,0.1541
6742,0.1539
6743,0.1535
6744,0.1537
6745,0.1536
6746,0.1535
6747,0.154
6748,0.1542
6749,0.1544
6750,0.1541
6751,0.1538
6752,0.1541
6753,0.1542
6754,0.154
6755,0.1537
6756,0.154
6757,0.1538
6758,0.1538
6759,0.1541
6760,0.1537
6761,0.1534
6762,0.154
6763,0.1541
6764,0.1544
6765,0.154
6766,0.1538
6767,0.1538
6768,0.1542
6769,0.1535
6770,0.1537
6771,0.1549
6772,0.1536
6773,0.1534
6774,0.1534
6775,0.1534
6776,0.1539
6777,0.2242
6778,0.2999
6779,0.2935
6780,0.2913
6781,0.2886
6782,0.2872
6783,0.286
6784,0.2867
6785,0.2839
6786,0.2837
6787,0.283
6788,0.2826
6789,0.2823
6790,0.2813
6791,0.2791
6792,0.2777
6793,0.2763
6794,0.2761
6795,0.2762
6796,0.2748
6797,0.2745
6798,0.2733
6799,0.2727
6800,0.274
6801,0.272
6802,0.2717
6803,0.2706
6804,0.2712
6805,0.2709
6806,0.2702
6807,0.2698
6808,0.2694
6809,0.2693
6810,0.2697
6811,0.2512
6812,0.1539
6813,0.1529
6814,0.1529
6815,0.1531
6816,0.1533
6817,0.1527
6818,0.1532
6819,0.1529
6820,0.1532
6821,0.1538
6822,0.1535
6823,0.1535
6824,0.1532
6825,0.1532
6826,0.154
6827,0.153
6828,0.1537
6829,0.1536
6830,0.1532
6831,0.1553
6832,0.154
6833,0.1602
6834,0.1579
6835,0.1534
6836,0.1534
6837,0.1533
6838,0.153
6839,0.1536
6840,0.1527
6841,0.1525
6842,0.1529
6843,0.1524
6844,0.1526
6845,0.1528
6846,0.1526
6847,0.1524
6848,0.1527
6849,0.1527
6850,0.1532
6851,0.1541
6852,0.1533
6853,0.1533
6854,0.154
6855,0.1584
6856,0.1801
6857,0.1796
6858,0.1789
6859,0.179
6860,0.1775
6861,0.1775
6862,0.1782
6863,0.1778
6864,0.1778
6865,0.1777
6866,0.1742
6867,0.1762
6868,0.1776
6869,0.1772
6870,0.177
6871,0.177
6872,0.1774
6873,0.1778
6874,0.1772
6875,0.1765
6876,0.1768
6877,0.1765
6878,0.1773
6879,0.1771
6880,0.1769
6881,0.1769
6882,0.1771
6883,0.1943
6884,0.1932
6885,0.1926
6886,0.1928
6887,0.1917
6888,0.1766
6889,0.238
6890,1.3677
6891,1.3704
6892,1.3718
6893,0.825
6894,0.185
6895,0.184
6896,0.1869
6897,0.1842
6898,0.1845
6899,0.2644
6900,0.2667
6901,0.2664
6902,0.2725
6903,0.2703
6904,0.2684
6905,0.2689
6906,0.2693
6907,0.2664
6908,0.2658
6909,0.2659
6910,0.265
6911,0.2648
6912,0.2644
6913,0.2643
6914,0.2644
6915,0.2639
6916,0.2637
6917,0.2669
6918,0.271
6919,0.2637
6920,0.2636
6921,0.2718
6922,0.4174
6923,0.4043
6924,0.4094
6925,0.411
6926,0.3222
6927,0.2938
6928,0.3218
6929,0.3481
6930,0.3208
6931,0.32
6932,0.3198
6933,0.318
6934,0.3169
6935,0.3164
6936,0.2886
6937,0.2829
6938,0.2885
6939,0.2822
6940,0.2805
6941,0.2804
6942,0.2801
6943,0.2794
6944,0.2806
6945,0.2795
6946,0.2784
6947,0.2798
6948,0.2787
6949,0.277
6950,0.2778
6951,0.2792
6952,0.2802
6953,0.2756
6954,0.2765
6955,0.2756
6956,0.2775
6957,0.1793
6958,0.159
6959,0.1586
6960,0.1595
6961,0.1592
6962,0.159
6963,0.1594
6964,0.1585
6965,0.1586
6966,0.1582
6967,0.1587
6968,0.1578
6969,0.1582
6970,0.1589
6971,0.1602
6972,0.1609
6973,0.1603
6974,0.1604
6975,0.1603
6976,0.1603
6977,0.1604
6978,0.1592
6979,0.1589
6980,0.1586
6981,0.1594
6982,0.1601
6983,0.1591
6984,0.1595
6985,0.1597
6986,0.1595
6987,0.1589
6988,0.1577
6989,0.157
6990,0.1577
6991,0.1581
6992,0.1591
6993,0.1581
6994,0.1579
6995,0.1576
6996,0.1576
6997,0.1733
6998,0.1603
6999,0.1557
7000,0.1562
7001,0.1546
7002,0.1536
7003,0.1508
7004,0.152
7005,0.1547
7006,0.1566
7007,0.1563
7008,0.1561
7009,0.1841
7010,0.1404
7011,0.1349
7012,0.1348
7013,0.1669
7014,0.1756
7015,0.1666
7016,0.1583
7017,0.1545
7018,0.1518
7019,0.1529
7020,0.1468
7021,0.1397
7022,0.1281
7023,0.1185
7024,0.1176
7025,0.1083
7026,0.1064
7027,0.1053
7028,0.1097
7029,0.1222
7030,0.1229
7031,0.1194
7032,0.1056
7033,0.1075
7034,0.1062
7035,0.1042
7036,0.1037
7037,0.1019
7038,0.1
7039,0.0976
7040,0.0942
7041,0.0891
7042,0.0856
7043,0.0838
7044,0.0793
7045,0.0798
7046,0.0812
7047,0.0906
7048,0.1071
7049,0.1048
7050,0.1068
7051,0.1088
7052,0.11
7053,0.1079
7054,0.1051
7055,0.1025
7056,0.0976
7057,0.089
7058,0.0812
7059,0.0725
7060,0.0706
7061,0.0713
7062,0.1195
7063,0.3837
7064,0.4261
7065,0.4223
7066,0.4993
7067,0.5627
7068,0.5432
7069,0.5471
7070,0.5375
7071,0.5488
7072,0.5458
7073,0.5418
7074,0.5358
7075,0.5301
7076,0.5264
7077,0.5238
7078,0.5233
7079,0.5142
7080,0.5142
7081,0.5146
7082,0.5172
7083,0.5194
7084,0.5108
7085,0.511
7086,0.5141
7087,0.5155
7088,0.5171
7089,0.5191
7090,0.5231
7091,0.5358
7092,0.5363
7093,0.5384
7094,0.5391
7095,0.5385
7096,0.5384
7097,0.5377
7098,0.5349
7099,0.5308
7100,0.5299
7101,0.4495
7102,0.3963
7103,0.3964
7104,0.3939
7105,0.3941
7106,0.4036
7107,0.4052
7108,0.4001
7109,0.3956
7110,0.395
7111,0.3967
7112,0.4014
7113,0.4001
7114,0.3964
7115,0.3949
7116,0.3967
7117,0.3997
7118,0.4007
7119,0.4002
7120,0.397
7121,0.3942
7122,0.3878
7123,0.3845
7124,0.3888
7125,0.3907
7126,0.3858
7127,0.3896
7128,0.391
7129,0.3916
7130,0.3868
7131,0.3886
7132,0.3915
7133,0.3912
7134,0.3909
7135,0.3906
7136,0.3983
7137,0.4494
7138,0.4796
7139,0.4405
7140,0.3834
7141,0.4164
7142,0.4758
7143,0.3909
7144,0.3906
7145,0.3909
7146,0.3914
7147,0.3894
7148,0.3924
7149,0.3895
7150,0.391
7151,0.3927
7152,0.393
7153,0.3918
7154,0.3918
7155,0.3937
7156,0.3949
7157,0.3906
7158,0.3896
7159,0.391
7160,0.3783
7161,0.1399
7162,0.135
7163,0.1357
7164,0.1496
7165,0.1464
7166,0.1161
7167,0.1157
7168,0.1235
7169,0.136
7170,0.1484
7171,0.1557
7172,0.1698
7173,0.2369
7174,0.2247
7175,0.2171
7176,0.2236
7177,0.2006
7178,0.148
7179,0.1989
7180,0.2937
7181,0.3278
7182,0.2573
7183,0.2327
7184,0.2141
7185,0.1988
7186,0.1791
7187,0.1814
7188,0.2243
7189,0.237
7190,0.204
7191,0.2687
7192,0.2749
7193,0.2367
7194,0.2312
7195,0.3288
7196,0.3479
7197,0.3785
7198,0.7073
7199,0.4355
7200,0.3192
7201,0.2655
7202,0.6978
7203,1.1195
7204,1.1155
7205,0.8971
